body|category|title
"
Oaxaca de Juárez.- La noche de este miércoles se registra un fuerte incendio en el mercado de la Central de Abasto de la ciudad de Oaxaca, el cual ya es combatido por corporaciones de bomberos y diferentes cuerpos de policía. 
El fuego en este centro comercial, considerado el más grande del estado, comenzó poco después de las ocho de la noche en el área de artesanías y ropa tradicional, y se extendió rápidamente por los locales comerciales hasta alcanzar comedores y otros zonas del mercado. 
Hasta las 22:30 de la noche, el fuego no había podido ser controlado pese a la presencia de personal de bomberos del municipio de Oaxaca de Juárez y otros conurbados a la capital, como Santa Cruz Xococotlán, Tlalixtac de Cabrera y San Jacinto Amilpas.



Las corporaciones de seguridad comenzaron con el desalojo de los comerciantes poco después de iniciado el incendio, pero los locatarios hacían todo lo posible por salvar su mercancía, complicando las tareas del personal que combate el fuego. 
Además de personal de bomberos de las subestaciones Central, Norte y Sur, en el lugar se encuentra personal del Ejército Mexicano, de Protección Civil y de las Policía Estatal, y de otras dependencias que trabajan para sofocar el fuego.
Por su parte, la Comisión Federal de Electricidad (CFE) trabaja en el corte de energía eléctrica para evitar cortos circuitos en las instalaciones de este espacio.



afcl
"|INICIO // Estados // Se incendia Central de Abasto de Oaxaca; solicitan ayuda y pipas para sofocar el fuego |Se incendia Central de Abasto de Oaxaca; solicitan ayuda y pipas para sofocar el fuego 
"
La reunión con la FIFA, en la que se estableció que en México debe haber ascenso y descenso, se realizó en febrero, antes de la pandemia de Covid-19 y mucho antes que se tomara la decisión de abolir esto en la Liga MX, así que —sabiendo este nuevo dato— se sigue confirmando que los equipos que irán al TAS, lo harán por dinero, nada que ver con lo deportivo.
No se sabe cuándo arrancará el Apertura 2020, pero los trabajos de inteligencia deportiva de los equipos de Primera División están realizándose a marchas forzadas.
Se les vino la noche, porque —en esta atípica situación— el mercado de fichajes es sumamente extraño, entre la crisis y la incertidumbre. ¿Qué hacer con los futbolistas que acaban contrato?, ¿hacia dónde voltear para refuerzos?
LEER TAMBIÉN: El descenso no regresará, al menos en seis años: Yon de Luisa
En fin, pese a que FIFA amplió la ventana a todo el año y se podrán hacer contrataciones a destiempo, ese no es el real problema, sino la falta de dinero para poder traer a los equipos fichajes rimbombantes.
Para quienes terminan contrato el 30 de junio, la posibilidad de quedarse en el equipo al que aún pertenecen es muy amplia. A diferencia de otros torneos, en los que al futbolista que le interesaba al equipo se buscaba renegociar su contrato con anticipación, hoy es distinto gracias al Covid-19.
Simplemente, hasta el pasado viernes no sabían si mantener a sus jugadores a los que estaban por vencérseles los contratos o—de plano— empezar a renegociar.

 
 La alta incertidumbre sobre el regreso del hoy ya cancelado Clausura 2020 hizo que la planificación a futuro inmediato cambiara. No era posible deshacerse de futbolistas que acababan contrato, simplemente porque existía la posibilidad de seguir jugando las siete jornadas restantes y, en algunos casos, la Liguilla.
Así que no será extraño ver a casi todos los equipos con la mayoría de los jugadores que fueron parte del plantel en el año futbolístico anterior. No hay dinero y tampoco hay el tiempo para fichar a un refuerzo que pueda marcar diferencia.
Si bien les va, el campeonato mexicano arrancará en julio, mes en el que algunas Ligas también regresarán, y será complejo que los equipos se deshagan de futbolistas, cuando estarán jugando la fase final de sus respectivos campeonatos.
No esta fácil, no será el verano de los fichajes, será el de la recesión, porque todos buscarán —en primera instancia— protegerse, en cuanto a la liquidez que pudieran tener para adquirir futbolistas y a los activos con los que contarán.
La prioridad será conservar y no arriesgar, antes de sumar jugadores. Serán muy pocos los cambios de equipos y muchos menos los fichajes que llamarán la atención.
A menos que alguna figura emigre al futbol europeo, cuyos clubes también estarán severamente golpeados económicamente, los clubes de la Liga MX tendrán planteles muy similares a los del Clausura 2020. Lo que sí cambiará serán los contratos que se firmen de ahora en adelante.
Los directivos aprendieron la lección y ningún futbolista con nuevo vínculo volverá a cobrar en dólares. Los acuerdos se fijarán a un tipo de cambio y serán pagados en pesos, para evitar un golpe tan severo como el que recibieron durante esta pandemia.
@gvlo2008[email protected]
"|"
OPINIÓN
//
Gerardo Velázquez de Léon
//
El Fondo del Meollo
"|No será el verano de los fichajes, será el de la recesión
"





PruébaT, plataforma desarrollada de la Fundación Carlos Slim, ofrece de forma gratuita contenidos, ejercitadores y exámenes simuladores, a través de los cuales los niños y adolescentes pueden continuar con su aprendizaje durante la cuarentena del coronavirus.
El examen simulador de bachillerato considera los siguientes ejercicios por tema: 


Razonamiento verbal


Razonamiento matemático


Español


Matemáticas


Física


Química


Biología


Historia de México


Historia Universal


Geografía


Formación cívica


Inglés 


Además de estos ejercicios, se ofrecen algunos tips para estudiar para el examen de admisión a bachillerato:


Preguntas de cuestionamiento directo


Preguntas de elección de elementos


Preguntas de relación de elementos


Preguntas de jerarquización


Preguntas de completamiento


Preguntas de habilidad verbal


Preguntas lógico-matemáticas


Círculos de estudio


Mapas mentales


Palacio mental


Recomendaciones antes del examen


Si bien el examen varía de acuerdo a la institución educativa a la que los estudiantes aspiren, ya sea la evaluación del Concurso de Asignación a la Educación Media Superior de la Zona Metropolitana de la Ciudad de México (COMIPEMS) o la evaluación EXANI I, las áreas de conocimiento en ambos exámenes son muy similares.
Todos los contenidos se diseñaron para ayudar a los aspirantes a complementar sus sesiones de estudio y poner a prueba sus avances con el simulador, el cual les permitirá conocer sus resultados inmediatamente e incluso podrán practicar y resolverlo cuantas veces deseen, ya que encontrarán preguntas diferentes en cada intento.
Los materiales disponibles en PruébaT se ofrecen sin costo alguno. 
MÁS INFORMACIÓN:
Regreso a clases presenciales, lo que debes saber | Coronavirus 
Coronavirus obliga a que la SEP ajuste el ciclo escolar
¿Dónde se reanudan las clases por coronavirus el 17 de mayo?
10 cursos gratis para aprovechar la cuarentena del coronavirus
Así puedes cobrar tu beca SUBES: Guía paso a paso | Becas AMLO
 
 
"||Examen simulador de bachillerato con PruébaT de Fundación Carlos Slim
"

Desde que inició la contingencia sanitaria por el Covid-19, la Comisión Federal para la Protección contra Riesgos Sanitarios (Cofepris) ha emitido cinco alertas sanitarias por robo y falsificación de medicamentos para tratar diabetes, cáncer, VIH, epilepsia y de uso oftálmico.

Representantes de la industria informaron que los robos ocurren en los transportes que entregan los medicamentos a los puntos de venta y ante la falta de tianguis por la pandemia, ahora los fármacos hurtados se comercializan en internet.

“El robo en las farmacias se mantiene en las cifras habituales, el incremento del crimen se da ahora en el transporte que se encarga de distribuir los medicamentos a las farmacias. En estos meses que lleva la contingencia, el robo aumentó 20% y la ruta más vulnerable es la que corre por Puebla, Tlaxcala y Veracruz, y la venta a través de redes sociales como Facebook se ha disparado, debido a que por el Covid-19 muchos tianguis dejaron de instalarse”, dijo Juvenal Becerra, presidente de la Unión Nacional de Empresarios de Farmacias (Unefarm).
 También lee: Remdevisir y otros tratamientos ya existentes, a prueba contra Covid-19

Los medicamentos con más reportes de robos y falsificación son en su mayoría para enfermedades crónicas como diabetes, distintos tipos de cáncer, hipertensión y VIH, afecciones con las que es más fácil desarrollar complicaciones por Covid-19.


Artículo


Stolen and counterfeit medicines endanger the lives of Mexicans

English


Amid the pandemic, medicine theft has shown an alarming increase 







De acuerdo con los informes técnicos sobre el coronavirus, que ha dejado más de 71 mil casos positivos en el país, 21% de los pacientes presenta hipertensión, 21% obesidad, 18% diabetes y 8% tabaquismo, mientras que de las cerca de 8 mil defunciones, 42% vivía con hipertensión, 38% con diabetes, 27% con obesidad y 10% con tabaquismo.

Hugo López-Gatell, subsecretario de Prevención y Promoción de la Salud, ha precisado que ante el coronavirus, México enfrenta un reto particular, que son las enfermedades crónicas asociadas como la obesidad y la diabetes.

“En la epidemia de Covid-19 los mexicanos corren mayor riesgo de complicaciones a causa de enfermedades crónicas como la obesidad, diabetes e hipertensión derivadas de una mala alimentación, si padeces alguna de estas y tienes síntomas de coronavirus busca atención médica”, enfatiza el funcionario en todas las conferencias nocturnas.

El 12 de mayo, a raíz del robo de 7 mil 200 piezas del medicamento dulaglutida, de marca comercial Trulicity, la Cofepris emitió una alerta para advertir a la población, farmacias y puntos de venta para que no adquieran este fármaco, al no saber si comprometieron su calidad sanitaria. Se trata de plumas precargadas con sustancias para el control de la diabetes mellitus tipo 2, que tienen fecha de caducidad el 6 de agosto de 2021 y registro sanitario 173M2015 SSA IV.
 También lee: México tendrá acceso a remdesivir si confirma eficacia contra Covid-19: Ebrard

De acuerdo con las especificaciones del fabricante, el medicamento debe mantenerse en condiciones de refrigeración durante su almacenamiento, distribución y venta. Si esto no se cumple se pone en riesgo su eficacia y el resultado en el control de los niveles de glucosa, advirtió la Cofepris.

Indicó que solicitó al laboratorio fabricante Eli Lilly y a la Compañía México S.A. de C.V., que informen a sus distribuidores y comercializadores sobre el robo, a fin de evitar que se venda de manera irregular.

“El problema es que una vez que roban el medicamento también lo clonan y es lo que venden en redes sociales, el llamado sería a la sociedad para que eviten comprar medicamentos mediante este tipo de páginas, porque no tienen evidencia de que no se hayan comprometido su calidad y eficacia, lo que puede traer problemas de salud”, aseguró Becerra Orozco.

El representante farmacéutico advirtió que la venta de medicamento robado o falsificado se traduce en la pérdida anual de 10 mil millones de pesos para la industria farmacéutica.

“Si la gente compra en tianguis o ahora en el mercado negro de internet, es evidente que las ventas bajan, además de que exponen su salud, porque no saben si los medicamentos que en su mayoría son de uso controlado, siguieron los protocolos adecuados para mantener su eficacia y seguridad”, comentó.
 También lee: ¿Qué se sabe de la cloroquina y la hidroxicloroquina?

En cuanto al tratamiento oncológico dasatinib, la reguladora a cargo de José Alonso Novelo Baeza indicó que la empresa Bristol-Myers Squibb realizó análisis a los lotes del producto, derivado de notificaciones de sospecha de falsificación, y se detectó que las muestras analizadas no corresponden al principio activo dasatinib, así como diferencias en la tipografía, número de lote y calidad de los empaques primarios y secundarios.

La situación es similar para el medicamento Tegretol LC, un anticonvulsivo utilizado en el trastorno de epilepsia, del cual la Cofepris activó la alerta debido a una denuncia presentada por la empresa Novartis. Los otros medicamentos falsificados son prednisolona, antiinflamatorio de uso oftálmico y el antirretroviral Atripla que contiene efavirenz, emtricitabina y tenofovir.

Juvenal Becerra alertó que los medicamentos controlados son lo que más se comercializan en el mercado negro, “por eso el robo se hace a los transportistas, porque en las farmacias no siempre están a la mano, pero la gente debe tener mucho cuidado porque insistimos en el tema de la clonación y falsificación”.

En diferentes páginas de Facebook, en el área de marketplace, se ofrecen medicamentos a granel, “se traspasa medicamento, el costo de proveedor total es de 3 mil 200, oferta, a sólo mil 100 pesos, ojo, no está caducado”, indica una publicación.

“Entrego en línea B del Metro San Lázaro, Garibaldi, Guerrero, Buenavista y Oceanía”, dice otro post en el que se ofrece losartán, que se usa para tratar la presión arterial alta.

En otras publicaciones se ofrece clonazepam, que se utiliza en diversos trastornos convulsivos y en el tratamiento de trastorno de pánico, también se vende levetiracetam que tiene un precio comercial de mil 57 pesos en farmacias, pero en la página de Facebook se ofrece en cien pesos.

Al respecto, cifras de la Cámara Nacional de la Industria Farmacéutica (Canifarma) indican que alrededor de 8 millones de personas consumen medicamentos robados, que en ocasiones están caducos, por lo que significan un riesgo para la salud.

La mayor incidencia es en Jalisco, Michoacán, Puebla, Nuevo León y Ciudad de México.

Canifarma estima que el valor total del mercado negro de fármacos en el país puede ir de 650 a mil 500 millones de dólares al año.
"|INICIO // Nación // Sube robo de medicinas durante la pandemia|Sube robo de medicinas durante la pandemia
" 0 % PULSO SOCIAL0 Salma Hayek es una de las actrices mexicanas más exitosas de Hollywood, pero lo que pocos sabían que tiene un hermano menor llamado Sami. En De10.mx te contamos quién es él…
 
Hace unos días, la actriz veracruzana compartió una colorida foto en la que aparece junto a su hermano. La imagen despertó la curiosidad de los usuarios, así como los comentarios en los que halagaban los atributos físicos de Sami Hayek.

 
 
 

Ver esta publicación en Instagram

Una publicación compartida de Salma Hayek Pinault (@salmahayek) el 24 May, 2020 a las 10:27 PDT


 
Salma acompañó la foto con este mensaje: “Hoy es el día de los hermanos en los Estados Unidos, justamente donde esta my ángel Sami! Feliz día hermanito!!! Te quiero!!!”.
Algunas usuarias no tardaron en enviar mensajes como: “Qué guapo tu hermano” o “Los amo a los dos”.
Los ""milagrosos"" senos de Salma Hayek

 
 
 

Ver esta publicación en Instagram

Una publicación compartida de @hayekstudio el 10 May, 2019 a las 3:00 PDT


 
En realidad se sabe muy poco del hermano menor de Salma, pues es un hombre hermético en cuanto a su vida personal, pero al igual que su hermana, es un hombre de éxitos, no en el medio del espectáculo, sino en los negocios.
Sami Hayek es un reconocido diseñador de muebles que desde hace años reside en Los Ángeles, California; desde 2010 está casado con la diseñadora de joyas Daniela Villegas, con quien tiene un hijo llamado Balthazar.

 
 
 

Ver esta publicación en Instagram

Una publicación compartida de @hayekstudio el 31 Ene, 2017 a las 11:23 PST
 


 
Hace seis años, Sami estuvo involucrado en un accidente automovilístico en el que perdió la vida su acompañante. Sami conducía un Ford GT modelo 2006 en el Bulevar Sunset de Bel-Air, cuando perdió el control del auto y se estrelló contra una camioneta.
Con información de MSN y Las Estrellas.
VIDEO:


"||
"
En el encuentro virtual entre los gobernadores y autoridades de Salud de este martes, hubo un momento para relajarse, nos comentan.
El titular del IMSS, Zoé Robledo, pidió a los mandatarios de Querétaro, Francisco Domínguez; de Hidalgo, Omar Fayad y de Tabasco, Adán Augusto López, que donen plasma y beneficien a personas contagiadas con coronavirus.
Como recordará, Domínguez, Fayad y López dieron positivo para Covid-19 hace unas semanas. 
Don Adán Augusto respondió que él ya había acudido a donar y ayudó a tres tabasqueños.  
Los gobernadores de Querétaro y de Hidalgo no respondieron a la invitación de Robledo, quizá sería que los mandatarios estatales preocupados por la pandemia no estaban con ánimo de seguirle la corriente al funcionario federal. 
grg 
 
"|INICIO // Nación // La 4T quiere la sangre de gobernadores|La 4T quiere la sangre de gobernadores
"
Cancún.- Hoteleros y prestadores de servicios turísticos del Caribe Mexicano presentaron hoy la campaña #VenAlCaribeMexicanox2, con la que reanudarán actividades a partir del 8 de junio, después del “gran confinamiento” propiciado por la pandemia del coronavirus (Covid-19), que desplomó la actividad de viajes y turismo en el mundo.
El presidente de la Asociación de Hoteles de Cancún Puerto Morelos e Isla Mujeres, Roberto Cintrón Gómez, indicó que a partir del 1 de junio regresarán las y los trabajadores para preparar instalaciones, acoplarse a la nueva cultura de servicio en la “nueva normalidad”, a fin de que el 8 de junio se esté en posibilidad de recibir a las y los turistas.
La campaña de marketing, diseñada por Atelier Hoteles, busca atraer nuevamente a vacacionistas de México y del mundo a los 11 destinos del Caribe Mexicano, ofreciendo valores adicionales, promociones o descuentos, en torno al número 2, en congruencia con la línea de comunicación que en inglés se lee #Come2MexicanCaribbean.
Vicente Madrigal, de Atelier, explicó que no se trata de “abaratar el destino”, sino de usar un juego de palabras -el X2- que en el mundo digital se usa para decir “yo también”, “yo quiero participar”.
“Lo que pedimos es que las promociones estén casadas con el número 2 para hacer sentido con la campaña”, ahondó.
Hasta el momento se han sumado 200 empresas del sector; 153 son hoteles; 17, son tours, parques y marinas; 12 campos de golf, 8 arrendadoras, 8 agencias, restaurantes bares y empresas de servicios.
“La campaña no es 2x1. No forzosamente abarata el destino; las promociones tienen un tiempo limitado y luego retornamos al precio original. Sólo es una campaña de reactivación (sic).
Lee también: 7 cambios que podrían tener los viajes tras Covid-19
“Cancún vale lo que es. Si ahora está más accesible, aprovéchalo, porque no durará para siempre; después ya no habrá promoción”, sostuvo Olivier Reinhart, CEO de Atelier.
La estrategia, dividida en tres fases, fue presentada hoy, virtualmente, con la asistencia de más de 300 personas, entre hoteleros, prestadores de servicios, autoridades municipales y estatales.
“El objetivo general es darle una voz a la campaña ‘VenAlCaribeMexicanox2’ buscando generar un movimiento que permita crea un vínculo emocional con nuestros usuarios para promover la campaña y con esto incitarlos a crear nuevas experiencias post-COVID viajando a un destino limpio y seguro”, expuso Jorge Sotomayor, también de Atelier.
Hoteles 2+2, que ofrecen 2 noches en cortesía, por 2 o más noches pagadas; estancia gratis para 2 niños por 2 adultos pagados; renta de autos 2+2, al rentar 2 días otorgan 2 días en cortesía; 20% de descuento en servicios de golf y spa, entradas a parques temáticos y delfinarios al 2 x 1 o con descuentos especiales, entre otros, fueron los ejemplos mencionados para detallar en qué consiste el valor agregado ofrecido en esta temporada.
“Estamos muy contentos y, sobre todo, comprometidos por la gran participación, tanto de las diversas Asociaciones de Hoteles del estado, como de la industria turística, en general, en esta campaña, que busca reactivar los viajes a nuestros destinos, tras la crisis generada por el Covid-19.
“Es emotivo ver cómo hemos logrado, en tan poco tiempo, sumar voluntades para presentar al Caribe Mexicano bajo esta estrategia comercial”, subrayó Cintrón Gómez.
Lee también: La nueva normalidad: ¿esperar cuatro horas para subirse a un avión o turno para ir a la playa?
Oliver Reinhart recordó sobre las consecuencias de la pandemia, a la que llamó “la peor crisis del turismo” y comentó que en el caso de los hoteles Atelier, en cinco días vieron bajar la ocupación del 70% al 11%.
“De repente no vino la gente y los que estaban se fueron; no hubo tiempo de reaccionar”, expresó.
El director del Consejo de Promoción Turística de Quintana Roo (CPTQ), Darío Flota, indicó que algunos componentes de la estrategia presentada, fueron incorporados a la campaña institucional que el organismo presentará mañana y resaltó que El Caribe Mexicano será el primer destino importante de América Latina, en salir nuevamente al mercado, con casi cuatro mil empresas interesadas en adherirse al certificado local de seguridad, salud y turismo que expedirá el gobierno estatal.
Cintrón Gómez admitió que el ocho de junio que reabran los hoteles, no tendrán las mismas ocupaciones que dejaron en marzo, cuando comenzaron a cerrar sus puertas temporalmente, pero argumentó que es importante reponer actividades para que las aerolíneas comiencen a traer turistas.
Respondió que inicialmente tampoco empezarán a operar con la totalidad de sus aforos, sino sólo a un 30 por ciento máximo, lo cual irá cambiando en cuanto aumente el volumen de visitantes. “No estamos en condiciones para decirle no a los mercados”, mencionó.
El presidente del Grupo Palace, José Chapur, comentó que las grandes cadenas que agrupan de 10 a 15 hoteles, optarán por abrir sus inmuebles de uno en uno para que los gastos de operación, no impacten más que el tenerlos cerrados.
afcl
"|INICIO // Estados // Hoteleros de Cancún alistan apertura a turistas para el 8 de junio|Hoteleros de Cancún alistan apertura a turistas para el 8 de junio 
" 223 % PULSO SOCIAL67 Mahatma Gandhi fue nominado en cinco ocasiones al Premio Nobel de la Paz, nunca ganó, pero en las postulaciones hay nombres que sorprenden a cualquiera. Hoy se sabe de los terribles crímenes que cometieron algunos de estos personajes y no es posible creer que la organización creada por Alfred Nobel tomara en serio a estos líderes, pero algunos SÍ ganaron.
El Premio Nobel de la Paz se otorga para reconocer a aquellas personas u organizaciones que se han esforzado por hacer de este mundo un lugar mejor para vivir y a quienes han sido capaces de representar intereses de las clases menos afortunadas o han trabajado por concretar acuerdos que pongan fin a guerras o matanzas.
Precisamente por estas razones es que la nominación de algunos de estos hombres ha causado gran polémica. Para lograr la postulación se requiere que el individuo sea propuesto por alguien más y que obtenga el apoyo para presentar la candidatura en el mes de febrero de cada año.
No te pierdas este conteo polémico y revelador que te presentamos en De10.mx... Tú, ¿qué opinas?
1. Adolf Hitler
Después de todo, ahora sabemos quién era en verdad el Führer, pero en 1938 el parlamentario sueco E.G.C Brandt, antifacista declarado, nominó al dictador como gesto sarcástico, ese mismo año, Adolf invadió Polonia y comenzó la Segunda Guerra Mundial. Sí, cometió sus más atroces crímenes luego de la nominación, pero desde antes era un personaje que incitaba a la violencia y la discriminación. De acuerdo con Pacifista Colombia, en 1934 el líder nazi organizó la Gestapo, dictó leyes antisemitas y creó campos de concentración.

Adolf Hitler (Foto: AP)
2. Joseph Stalin 
A Stalin lo nominaron dos veces y ambas iba muy en serio. Años más tarde fue catalogado como uno de los líderes más sanguinarios en la historia, pero en 1945 fue nominado por Halvdan Khon, un historiador y exministro de Exteriores en Noruega. De nuevo en 1948 fue postulado al premio por el profesor universitario Wladislav Rieger, pero en ambas ocasiones no se sabía la crueldad de sus actos y se le reconocía por sus esfuerzos al intentar terminar la Guerra Mundial. Stalin es el responsable de la matanza de más de 720 mil personas y la desaparición de la mayoría de sus contrincantes.

Joseph Stalin (Foto: AFP)
3. Benito Mussolini
Nominado al premio en 1935, el político promovió el facismo en Italia, el régimen nacionalista y el militarismo en contra del liberalismo. La censura durante su gobierno le provocó que obviamente no ganará el galardón, que fue otorgado al periodista alemán Carl von Ossietzky. Un año antes, Mussolini había ordenado asesinar a casi todos los opositores de su régimen y en el mismo año de su nominación lideró la invasión a Etiopía. Su guerra de cinco años dejó cerca de 275 mil muertos.

Benito Mussolini (Foto: AP)
4. Vladimir Putin 
Acababa de mandar a 16 mil soldados rusos a invadir Ucrania y un mes después fue nominado al premio. Putin fue propuesto por un grupo ruso llamado Academia Internacional de la Unión de las Naciones del Mundo, un grupo que lo reconoce por sus esfuerzos en encontrar una solución no militar contra el gobierno sirio por el uso de armas químicas. Muchos admiran al líder ruso y los niveles de aprobación son verdaderamente altos entre sus gobernados, pero la opinión internacional cree que sus mandatos han estado marcados por el asesinato de sus opositores y periodistas críticos, además de la censura y violencia como medio de control.

Vladimir Putin (Mikhail Klimentyev/Pool Foto vía AP)
5. Henry Kissinger
Era el secretario de Estado de los Estados Unidos y él sí ganó. En 1973 se llevó a casa el galardón debido a su lucha por marcar un alto al fuego en Vietnam. La premiación fue muy polémica debido a su supuesta participación en los bombardeos en Camboya, los cuales prolongaron la guerra dos años más. En algunos de su actos negativos se señala su vinculación con el asesinato del periodista Charles Horman, ocurrido en 1973 en Chile tras el golpe de estado de Pinochet. En 2002, el ganador fue llamado para testificar en algunos asuntos sobre la violación de derechos humanos de algunos ciudadanos en EU, el político se negó.
10 locas teorías de conspiración sobre la muerte de Adolf Hitler

Henry Kissinger (Foto: AP)
6. Fidel Castro
El dictador cubano fue propuesto en 2001 por el diputado de la izquierda Noruega Hallgeir Langeland, quien dijo que a pesar de ser un país pequeño y boicoteado por EU. Cuba había logrado ayudar a decenas de países en desarrollo. Castro no ganó y el premio lo recibió el secretario general de la ONU, Koffi Annan. Fidel no tenía un gran respaldo en la vida internacional debido a que se mantuvo en la presidencia de su país, desde el 2 de diciembre de 1976 hasta 2008, cuando heredó el cargo a su hermano, Raúl Castro.

Fidel Castro (Foto: AP)
7. Silvio Berlusconi
El exPrimer Ministro de Italia fue nominado en 2009 por el abogado Giammario Battaglia, quien justificó la postulación porque Berlusconi fue parte fundamental en el fin del conflicto entre Rusia y Georgia, lo cual permitió salvar muchas vidas. Tres años después, Il Cavaliere sería juzgado por corrupción, evasión fiscal y abuso de poder.

Silvio Berlusconi (Foto: AP Photo/Alessandra Tarantino)
 
8. Barack Obama 
El mismo año en que llegó a la presidencia fue galardonado con el Nobel, por su esfuerzo en fortalecer la diplomacia internacional y la cooperación entre pueblos. A pesar de liderar el acuerdo nuclear con Irán y promover el deshielo en Cuba, sus decisiones obedecen más a una política belicista que pacifista, según lo señala El País. Obama reforzó la presencia militar en Afganistán y aprobó los ataques aéreos a Libia.

Barack Obama (Foto: AP Foto/Pablo Martínez Monsivais)
 
9. Yasser Arafat, Simon Peres y Isaac Rabin
El galardón concedido a los presidentes de la Organización para la Liberación de Palestina, ministro de Exteriores de Israel y Primer Ministro del mismo país, fueron nominados por su trabajo en la cooperación para lograr la paz entre Israel y Palestina, pero fueron muy criticados porque los acuerdos de paz fracasaron y Rabin fue asesinado un año después, en 1995. Arafat fue señalado por su pasado lleno de terrorismo y violencia.

Yasser Arafat, Simon Peres y Isaac Rabin (Foto: Wikipedia Commons)
10. Donald Trump
Cuando era precandidato a la presidencia de Estados Unido se metió en muchos problemas al decir que quería prohibir la entrada de los musulmanes a EU por seguridad, odia a los mexicanos y quiere poner un muro en la frontera, cree que el calentamiento global es una estafa y es partidario de bombardear al Estado Islámico. En 2016 Kristian Berg, director del Instituto de Investigación sobre la Paz en Oslo, presentó la propuesta para que Trump fuera candidato al premio.
En 2018 el Comité del Nobel de la Paz en Oslo, recibió una carta que enviaron 18 congresistas republicanos en la que piden ""reconocer el trabajo"" de Trump por sus esfuerzos para acabar con la Guerra de Corea. Aquí puedes leer la carta.

Donald Trump (Foto: AP Photo/Susan Walsh)
Con información de Cooking Ideas e Informe 21
VIDEO:

"||
"
 Durante la última semana, atletas mexicanos de diferentes disciplinas expresaron en redes sociales y entrevistas su preocupación por la iniciativa de extinguir el  Fondo para el Deporte de Alto Rendimiento (Fodepar), a unos meses de la conclusión del ciclo olímpico con los Juegos de Tokio.
En una reunión virtual que se realizó ayer por la tarde, el coordinador de la bancada de Morena en la Cámara de Diputados, Mario Delgado, prometió a los deportistas mexicanos que se mantendrá el apoyo para su preparación y reiteró que la propuesta de su partido para reformar y derogar 44 fideicomisos quedó congelada hasta nuevo aviso.
“Estamos viviendo una emergencia sin precedentes por el Covid-19. Esto tiene un impacto económico; la manera en la que el presidente Andrés Manuel López Obrador ha decidido enfrentarlo es recortar gastos, pero el apoyo financiero no desaparecerá. Lo que se analiza es si hay otra forma de administrarlo”, comentó Delgado.      
 

 

Con la derogación  de los diversos fideicomisos, Morena buscó dotar al Gobierno Federal de 90 mil millones de pesos para combatir la crisis provocada por el nuevo coronavirus, pero la medida se volvió impopular cuando la industria cinematográfica, encabezada por el ganador del Oscar, Guillermo del Toro, pidió detener la iniciativa. 
La agitación provocada por los artistas inspiró a los atletas mexicanos y a especialistas a levantar la voz ante el vacío de autoridad por parte de la Conade, que a últimas fechas está concentrada en defender de acusaciones de corrupción a su directora, Ana Gabriela Guevara.
“El mecanismo del fideicomiso es acertado, pero lo que veo es la ausencia de capacidad para gestionarlo. No hay planeación para que el recurso sea más eficiente. La administración de Fodepar deja mucho qué desear. El fondo es para fortalecerse, pero con  mayor profesionalismo de quien está al frente”, opinó el exmarchista  Raúl González.
A finales de la semana pasada, la multimedallista olímpica en taekwondo, María Espinoza, publicó una carta para externar su postura sobre el Fodepar.
“El motivo del documento  fue por la duda y la preocupación como deportista, de qué va a pasar. Varios compañeros olímpicos de edad avanzada y sus familias dependen de su beca. Me parece preocupante, por el tiempo con respecto a Juegos Olímpicos, que quieran quitar el fideicomiso”, dijo Espinoza.
En la arena virtual organizada por el exboxeador y ahora diputado de Morena,  Erik Morales, se conectaron más de 150 personas, entre las que destacaban el presidente del COM, Carlos Padilla, la gimnasta Alexa Moreno, y el presidente de medallistas mexicanos, Daniel Aceves.
LEER MÁS: Conoce el nombre del nuevo equipo de futbol en Mazatlán
"|INICIO // Universal Deportes // Más deportes // Directivos prometen a atletas que seguirá el apoyo|Directivos prometen a atletas que seguirá el apoyo
"TOLUCA.– Luego de haber ganado fama en redes sociales por arrojar piedras hacia los vehículos en movimiento sobre Paseo Tollocan, un hombre en situación de calle fue trasladado a una unidad psiquiátrica en el municipio de Ixtapaluca, donde hasta el momento se desconoce su verdadera identidad.
El hombre, de entre los 30 y 40 años, fue interceptado por personal de seguridad pública del Ayuntamiento de Toluca a petición de ciudadanos, ya que se estima que al menos 16 vehículos fueron afectados por las piedras que él lanzaba.
Además de ser acusado de otros actos vandálicos, el número de reportes ciudadanos en su contra aumentó por el nivel de agresividad que manejaba en contra de peatones. 
Ante la falta de atención de las autoridades, algunos ciudadanos amenazaban con llevarle comida envenenada.
“El gobierno municipal de Toluca buscó la mejor manera de ayudar a un indigente y lo ingresó al Hospital Psiquiátrico Granja de la Salud, en Ixtapaluca, donde recibe la atención necesaria”, señaló el alcalde Juan Rodolfo Sánchez. 
"||
